id,confidence,band,topic,wd,imp,nov,pr,dp,chars,flags
00000002877,0.85,high,analysis / PDE / dynamics,5,2,3,2,4,493,
00000002878,0.85,high,analysis / PDE / dynamics,3,3,2,2,5,518,no_quant
00000002879,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,418,no_quant
00000002880,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,514,no_quant
00000002881,0.85,high,topology / geometry,2,2,3,2,3,545,no_quant
00000002882,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,483,no_quant
00000002883,0.85,high,number theory,3,4,2,3,3,481,no_quant
00000002884,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,567,no_quant
00000002885,0.85,high,algebra / representation theory,3,4,2,3,4,416,no_quant
00000002886,0.85,high,algebra / representation theory,5,3,3,2,4,565,
00000002887,0.85,high,topology / geometry,3,3,3,3,4,504,no_quant
00000002888,0.85,high,topology / geometry,3,2,3,2,4,426,no_quant
00000002890,0.85,high,topology / geometry,3,3,2,2,4,526,no_quant
00000002891,0.85,high,number theory,3,2,3,1,3,592,no_quant
00000002893,0.85,high,analysis / PDE / dynamics,3,3,2,2,2,555,no_quant
00000002894,0.85,high,number theory,5,3,3,1,2,572,
00000002895,0.85,high,number theory,5,5,3,4,5,518,
00000002896,0.85,high,algebra / representation theory,3,3,3,3,3,592,
00000002897,0.85,high,probability,3,2,3,2,4,498,no_quant
00000002898,0.85,high,combinatorics / discrete,3,3,3,3,3,561,no_quant
00000002899,0.85,high,number theory,4,3,3,3,5,510,
00000002902,0.85,high,number theory,5,2,3,2,2,498,
00000002903,0.85,high,number theory,3,2,3,2,5,476,no_quant
00000002904,0.85,high,number theory,3,3,3,3,4,519,no_quant
00000002905,0.85,high,number theory,3,3,3,3,4,518,no_quant
00000002906,0.85,high,number theory,3,2,3,2,4,677,no_quant
00000002907,0.85,high,number theory,3,2,3,2,4,535,no_quant
00000002908,0.85,high,algebraic geometry,3,2,3,2,4,584,no_quant
00000002909,0.85,high,topology / geometry,3,3,2,2,4,441,no_quant
00000002910,0.85,high,number theory,3,2,3,2,4,441,no_quant
00000002911,0.85,high,number theory,3,4,3,4,4,491,no_quant
00000002912,0.85,high,number theory,3,2,3,2,3,513,no_quant
00000002913,0.85,high,number theory,3,2,3,2,3,466,no_quant
00000002914,0.85,high,number theory,3,4,3,4,4,470,no_quant
00000002915,0.85,high,number theory,2,2,3,2,5,536,no_quant
00000002916,0.85,high,number theory,3,2,3,2,4,440,no_quant
00000002918,0.85,high,algebraic geometry,3,2,3,2,5,459,no_quant
00000002919,0.85,high,number theory,3,2,3,1,2,406,no_quant
00000002920,0.85,high,combinatorics / discrete,4,3,3,2,3,577,
00000002921,0.85,high,algebra / representation theory,3,2,3,2,4,518,no_quant
00000002922,0.85,high,algebraic geometry,3,2,3,1,3,431,no_quant
00000002924,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,402,no_quant
00000002925,0.85,high,algebraic geometry,3,3,3,1,3,475,no_quant
00000002926,0.85,high,algebra / representation theory,3,3,3,2,4,383,no_quant
00000002928,0.85,high,algebra / representation theory,3,2,3,2,4,415,no_quant
00000002929,0.85,high,number theory,3,2,3,1,2,427,no_quant
00000002930,0.85,high,combinatorics / discrete,3,3,2,2,5,479,no_quant
00000002931,0.85,high,number theory,3,3,2,1,2,402,no_quant
00000002932,0.85,high,combinatorics / discrete,3,2,3,2,2,372,no_quant
00000002935,0.85,high,algebra / representation theory,3,2,3,2,4,410,no_quant
00000002936,0.85,high,combinatorics / discrete,3,2,3,2,3,452,no_quant
00000002937,0.85,high,number theory,3,2,3,2,3,445,no_quant
00000002938,0.85,high,combinatorics / discrete,3,2,3,2,4,399,no_quant
00000002939,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,443,no_quant
00000002940,0.85,high,algebra / representation theory,3,2,3,2,4,513,no_quant
00000002941,0.85,high,analysis / PDE / dynamics,3,2,3,1,3,353,no_quant
00000002942,0.85,high,combinatorics / discrete,5,2,3,2,3,441,
00000002946,0.85,high,combinatorics / discrete,3,2,3,2,4,379,no_quant
00000002947,0.85,high,algebra / representation theory,3,2,3,2,4,379,no_quant
00000002949,0.85,high,number theory,3,3,3,2,4,541,no_quant
00000002951,0.85,high,probability,3,2,3,2,4,541,no_quant
00000002952,0.85,high,analysis / PDE / dynamics,3,3,3,3,4,443,no_quant
00000002953,0.85,high,probability,3,2,3,2,4,582,no_quant
00000002954,0.85,high,probability,5,4,3,3,3,429,
00000002955,0.85,high,algebra / representation theory,3,2,3,2,4,449,no_quant
00000002956,0.85,high,probability,3,2,3,2,4,479,no_quant
00000002957,0.85,high,combinatorics / discrete,3,2,3,2,3,342,no_quant
00000002958,0.85,high,probability,4,2,3,2,4,419,
00000002959,0.85,high,combinatorics / discrete,3,2,3,2,4,463,no_quant
00000002960,0.85,high,probability,3,3,3,2,3,399,no_quant
00000002961,0.85,high,combinatorics / discrete,3,2,3,2,5,388,no_quant
00000002962,0.85,high,algebraic geometry,3,2,3,2,5,447,no_quant
00000002963,0.85,high,probability,3,2,3,2,4,351,no_quant
00000002964,0.85,high,combinatorics / discrete,3,3,3,3,4,492,no_quant
00000002965,0.85,high,number theory,3,2,3,1,2,369,no_quant
00000002966,0.85,high,combinatorics / discrete,3,2,3,2,5,427,no_quant
00000002967,0.85,high,combinatorics / discrete,3,2,3,2,3,367,no_quant
00000002968,0.85,high,combinatorics / discrete,3,2,3,2,5,425,no_quant
00000002969,0.85,high,combinatorics / discrete,5,3,3,2,3,345,
00000002970,0.85,high,combinatorics / discrete,4,3,3,2,4,459,
00000002971,0.85,high,probability,3,2,3,2,5,428,no_quant
00000002972,0.85,high,combinatorics / discrete,3,2,3,2,2,516,no_quant
00000002973,0.85,high,algebraic geometry,3,3,3,3,4,454,no_quant
00000002974,0.85,high,combinatorics / discrete,3,2,3,2,4,380,no_quant
00000002975,0.85,high,combinatorics / discrete,3,2,3,2,3,367,no_quant
00000002976,0.85,high,combinatorics / discrete,2,2,3,2,4,414,no_quant
00000002977,0.85,high,probability,3,2,3,2,4,360,no_quant
00000002978,0.85,high,combinatorics / discrete,3,2,3,2,5,526,no_quant
00000002979,0.85,high,combinatorics / discrete,3,2,3,2,3,406,no_quant
00000002980,0.85,high,number theory,3,2,3,2,3,451,no_quant
00000002981,0.85,high,number theory,3,2,3,2,4,514,no_quant
00000002982,0.85,high,algebra / representation theory,3,2,3,2,4,501,no_quant
00000002983,0.85,high,number theory,5,3,2,2,3,488,
00000002985,0.85,high,algebra / representation theory,3,3,3,3,3,454,no_quant
00000002986,0.85,high,number theory,5,2,3,2,3,458,
00000002987,0.85,high,number theory,3,2,3,2,4,527,no_quant
00000002988,0.85,high,algebra / representation theory,3,3,2,2,4,492,no_quant
00000002990,0.85,high,number theory,3,2,3,2,4,414,no_quant
00000002991,0.85,high,algebra / representation theory,5,2,3,2,4,444,
00000002992,0.85,high,number theory,3,4,2,3,4,385,no_quant
00000002993,0.85,high,algebra / representation theory,3,2,3,2,4,458,no_quant
00000002994,0.85,high,algebra / representation theory,3,2,3,2,4,360,no_quant
00000002995,0.85,high,algebra / representation theory,3,2,3,2,4,419,no_quant
00000002996,0.85,high,number theory,5,3,3,2,4,517,
00000002997,0.85,high,algebra / representation theory,3,2,3,2,4,431,no_quant
00000002998,0.85,high,number theory,3,2,3,2,4,555,no_quant
00000002999,0.85,high,number theory,3,2,3,2,4,394,no_quant
00000003000,0.85,high,number theory,3,2,3,2,4,411,no_quant
00000003001,0.85,high,number theory,3,2,3,2,4,534,no_quant
00000003002,0.85,high,number theory,3,2,3,2,4,532,no_quant
00000003003,0.85,high,algebra / representation theory,3,2,3,2,4,518,no_quant
00000003004,0.85,high,algebra / representation theory,3,2,3,2,4,526,no_quant
00000003005,0.85,high,algebra / representation theory,3,4,3,4,4,501,no_quant
00000003006,0.85,high,number theory,5,2,3,2,3,477,
00000003007,0.85,high,algebra / representation theory,3,2,3,2,4,517,no_quant
00000003008,0.85,high,number theory,3,2,3,2,4,535,no_quant
00000003009,0.85,high,algebra / representation theory,3,2,3,2,4,483,no_quant
00000003010,0.85,high,number theory,3,3,3,2,5,566,no_quant
00000003011,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,501,no_quant
00000003012,0.85,high,number theory,5,4,3,4,4,509,
00000003013,0.85,high,probability,3,2,3,2,4,612,no_quant
00000003014,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,639,no_quant
00000003015,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,486,no_quant
00000003016,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,460,no_quant
00000003017,0.85,high,algebra / representation theory,3,2,3,2,3,548,no_quant
00000003018,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,484,no_quant
00000003019,0.85,high,algebra / representation theory,3,3,3,3,4,499,no_quant
00000003020,0.85,high,number theory,3,3,3,3,5,547,no_quant
00000003021,0.85,high,analysis / PDE / dynamics,3,3,3,3,4,522,no_quant
00000003023,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,500,no_quant
00000003024,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,424,no_quant
00000003025,0.85,high,algebra / representation theory,3,2,3,2,4,469,no_quant
00000003026,0.85,high,algebraic geometry,3,4,2,3,2,488,no_quant
00000003027,0.85,high,algebra / representation theory,5,3,3,3,5,499,
00000003028,0.85,high,algebra / representation theory,3,2,3,2,5,436,no_quant
00000003030,0.85,high,analysis / PDE / dynamics,5,3,3,2,4,426,
00000003032,0.85,high,analysis / PDE / dynamics,3,3,3,2,4,440,no_quant
00000003035,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,534,no_quant
00000003037,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,540,no_quant
00000003038,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,468,no_quant
00000003039,0.85,high,topology / geometry,5,3,3,3,4,445,
00000003040,0.85,high,number theory,3,2,3,2,4,472,no_quant
00000003041,0.85,high,algebra / representation theory,3,2,3,2,4,544,no_quant
00000003042,0.85,high,logic / complexity,5,3,3,2,4,520,
00000003043,0.85,high,algebra / representation theory,5,2,3,2,2,443,
00000003044,0.85,high,analysis / PDE / dynamics,3,3,2,3,5,519,no_quant
00000003045,0.85,high,combinatorics / discrete,5,2,3,2,2,477,
00000003046,0.85,high,analysis / PDE / dynamics,5,2,3,2,3,476,
00000003047,0.85,high,number theory,5,2,3,2,2,443,
00000003048,0.85,high,analysis / PDE / dynamics,3,3,3,3,5,451,no_quant
00000003049,0.85,high,number theory,3,2,3,2,4,537,no_quant
00000003050,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,421,no_quant
00000003051,0.85,high,logic / complexity,3,2,3,2,4,518,no_quant
00000003052,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,480,no_quant
00000003053,0.85,high,analysis / PDE / dynamics,5,2,3,2,3,460,
00000003054,0.85,high,algebra / representation theory,5,3,2,2,4,464,
00000003055,0.85,high,algebra / representation theory,3,2,3,2,4,457,no_quant
00000003056,0.85,high,number theory,3,3,2,2,4,479,no_quant
00000003058,0.85,high,combinatorics / discrete,3,2,3,2,5,474,no_quant
00000003059,0.85,high,algebra / representation theory,5,2,3,2,3,512,
00000003060,0.85,high,number theory,3,2,3,2,4,516,no_quant
00000003061,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,446,no_quant
00000003062,0.85,high,number theory,3,2,3,2,4,499,no_quant
00000003063,0.85,high,algebra / representation theory,3,2,3,2,5,478,no_quant
00000003064,0.85,high,number theory,5,3,2,2,2,426,
00000003065,0.85,high,number theory,5,3,2,2,4,477,
00000003067,0.85,high,algebra / representation theory,3,2,3,2,4,428,no_quant
00000003069,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,479,no_quant
00000003070,0.85,high,topology / geometry,3,2,3,2,4,534,no_quant
00000003071,0.85,high,topology / geometry,3,3,3,3,4,533,no_quant
00000003072,0.85,high,topology / geometry,3,2,3,2,4,442,no_quant
00000003076,0.85,high,combinatorics / discrete,3,2,3,2,4,385,no_quant
00000003078,0.85,high,topology / geometry,3,3,2,2,4,412,no_quant
00000003079,0.85,high,algebra / representation theory,3,2,3,2,4,407,no_quant
00000003080,0.85,high,topology / geometry,3,3,3,3,4,417,no_quant
00000003083,0.85,high,topology / geometry,3,3,2,2,4,448,no_quant
00000003084,0.85,high,algebraic geometry,3,2,3,2,4,382,no_quant
00000003086,0.85,high,algebraic geometry,3,4,2,3,5,423,no_quant
00000003087,0.85,high,number theory,3,5,2,5,4,496,grand|no_quant
00000003088,0.85,high,topology / geometry,3,2,3,2,3,411,no_quant
00000003089,0.85,high,algebra / representation theory,3,2,3,2,5,473,no_quant
00000003090,0.85,high,number theory,3,2,3,2,5,389,no_quant
00000003091,0.85,high,algebraic geometry,3,2,3,2,5,407,no_quant
00000003093,0.85,high,topology / geometry,3,3,3,2,4,400,no_quant
00000003094,0.85,high,topology / geometry,3,2,3,2,4,441,no_quant
00000003095,0.85,high,algebraic geometry,3,2,3,2,4,425,no_quant
00000003096,0.85,high,topology / geometry,3,2,3,2,4,452,no_quant
00000003097,0.85,high,algebraic geometry,3,3,3,3,4,389,no_quant
00000003098,0.85,high,algebra / representation theory,3,2,3,2,4,373,no_quant
00000003099,0.85,high,topology / geometry,3,2,3,2,4,377,no_quant
00000003101,0.85,high,topology / geometry,3,3,3,3,4,494,no_quant
00000003102,0.85,high,topology / geometry,3,3,3,3,3,502,no_quant
00000003105,0.85,high,topology / geometry,3,3,3,3,5,555,no_quant
00000003106,0.85,high,analysis / PDE / dynamics,5,4,3,4,3,461,
00000003107,0.85,high,topology / geometry,3,4,2,3,4,478,no_quant
00000003108,0.85,high,analysis / PDE / dynamics,3,3,2,2,4,476,no_quant
00000003109,0.85,high,number theory,3,4,2,3,3,511,no_quant
00000003110,0.85,high,topology / geometry,3,2,3,2,4,459,no_quant
00000003111,0.85,high,topology / geometry,3,3,2,2,4,462,no_quant
00000003112,0.85,high,topology / geometry,3,2,3,2,4,526,no_quant
00000003113,0.85,high,topology / geometry,3,2,3,1,2,492,no_quant
00000003114,0.85,high,number theory,3,3,3,3,4,456,no_quant
00000003116,0.85,high,analysis / PDE / dynamics,3,3,3,2,4,455,no_quant
00000003118,0.85,high,topology / geometry,3,4,2,3,4,439,no_quant
00000003119,0.85,high,topology / geometry,3,3,3,3,5,461,no_quant
00000003120,0.85,high,topology / geometry,3,5,2,4,4,419,no_quant
00000003121,0.85,high,topology / geometry,3,3,3,3,3,482,no_quant
00000003122,0.85,high,algebra / representation theory,3,3,3,3,4,402,no_quant
00000003123,0.85,high,topology / geometry,3,3,3,3,4,424,no_quant
00000003124,0.85,high,topology / geometry,3,2,3,2,5,464,no_quant
00000003125,0.85,high,topology / geometry,3,3,3,3,4,429,no_quant
00000003126,0.85,high,topology / geometry,3,3,3,3,4,460,no_quant
00000003127,0.85,high,combinatorics / discrete,3,2,3,2,3,445,no_quant
00000003128,0.85,high,topology / geometry,5,3,3,3,3,474,
00000003129,0.85,high,topology / geometry,3,3,3,2,3,441,no_quant
00000003130,0.85,high,analysis / PDE / dynamics,3,4,3,4,4,509,no_quant
00000003132,0.85,high,number theory,3,4,3,4,4,558,no_quant
00000003133,0.85,high,algebra / representation theory,3,2,3,2,3,457,no_quant
00000003134,0.85,high,topology / geometry,3,2,3,2,4,481,no_quant
00000003135,0.85,high,algebra / representation theory,3,2,3,2,4,488,no_quant
00000003136,0.85,high,number theory,3,2,3,2,4,473,no_quant
00000003137,0.85,high,algebraic geometry,3,3,3,3,3,482,no_quant
00000003138,0.85,high,topology / geometry,3,2,3,2,4,416,no_quant
00000003139,0.85,high,algebra / representation theory,3,2,3,2,4,496,no_quant
00000003140,0.85,high,algebra / representation theory,3,4,2,3,4,482,no_quant
00000003141,0.85,high,algebra / representation theory,3,4,3,3,4,485,no_quant
00000003143,0.85,high,probability,3,3,2,2,5,504,no_quant
00000003144,0.85,high,algebra / representation theory,3,3,3,3,4,500,no_quant
00000003145,0.85,high,analysis / PDE / dynamics,5,2,3,2,3,435,
00000003146,0.85,high,algebraic geometry,3,3,3,3,4,434,no_quant
00000003147,0.85,high,algebra / representation theory,3,2,3,2,4,507,no_quant
00000003148,0.85,high,analysis / PDE / dynamics,3,3,3,3,4,457,no_quant
00000003149,0.85,high,algebra / representation theory,3,2,3,2,4,433,no_quant
00000003150,0.85,high,number theory,5,2,3,2,3,447,
00000003151,0.85,high,number theory,3,2,3,2,4,517,no_quant
00000003152,0.85,high,analysis / PDE / dynamics,3,3,3,2,4,415,no_quant
00000003153,0.85,high,number theory,3,2,3,2,4,537,no_quant
00000003154,0.85,high,algebra / representation theory,3,2,3,2,3,466,no_quant
00000003155,0.85,high,algebra / representation theory,3,2,3,2,4,462,no_quant
00000003156,0.85,high,topology / geometry,3,2,3,2,4,417,no_quant
00000003157,0.85,high,combinatorics / discrete,3,3,3,2,4,486,no_quant
00000003158,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,395,no_quant
00000003159,0.85,high,number theory,3,2,3,2,4,424,no_quant
00000003160,0.85,high,algebraic geometry,3,4,2,3,4,467,no_quant
00000003161,0.85,high,topology / geometry,3,2,3,2,4,499,no_quant
00000003163,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,415,no_quant
00000003164,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,429,no_quant
00000003165,0.85,high,probability,3,2,3,2,4,403,no_quant
00000003166,0.85,high,number theory,5,4,3,3,3,429,
00000003167,0.85,high,number theory,3,3,2,2,4,415,no_quant
00000003168,0.85,high,algebra / representation theory,3,2,3,2,4,489,no_quant
00000003169,0.85,high,number theory,3,2,3,2,4,479,no_quant
00000003170,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,452,no_quant
00000003171,0.85,high,probability,3,2,3,2,4,465,no_quant
00000003172,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,445,no_quant
00000003174,0.85,high,combinatorics / discrete,3,2,3,2,4,426,no_quant
00000003175,0.85,high,analysis / PDE / dynamics,3,4,3,4,4,423,no_quant
00000003176,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,408,no_quant
00000003177,0.85,high,probability,3,3,3,2,5,485,no_quant
00000003178,0.85,high,topology / geometry,3,2,3,2,4,401,no_quant
00000003179,0.85,high,analysis / PDE / dynamics,3,3,3,3,4,433,no_quant
00000003180,0.85,high,combinatorics / discrete,3,2,3,2,5,397,no_quant
00000003181,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,458,no_quant
00000003182,0.85,high,combinatorics / discrete,5,4,3,3,3,420,
00000003183,0.85,high,probability,3,2,3,2,4,408,no_quant
00000003184,0.85,high,topology / geometry,3,2,3,2,4,428,no_quant
00000003185,0.85,high,logic / complexity,3,2,3,2,4,427,no_quant
00000003186,0.85,high,topology / geometry,3,2,3,2,5,452,no_quant
00000003187,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,473,no_quant
00000003188,0.85,high,number theory,3,2,3,2,4,436,no_quant
00000003191,0.85,high,number theory,3,2,3,2,5,425,no_quant
00000003192,0.85,high,number theory,3,2,3,2,4,495,no_quant
00000003194,0.85,high,number theory,3,2,3,2,5,527,no_quant
00000003196,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,435,no_quant
00000003198,0.85,high,number theory,3,2,3,2,4,402,no_quant
00000003199,0.85,high,number theory,3,2,3,2,4,454,no_quant
00000003200,0.85,high,number theory,3,2,3,2,3,443,no_quant
00000003201,0.85,high,number theory,3,2,3,2,4,431,no_quant
00000003202,0.85,high,combinatorics / discrete,3,2,3,2,4,395,no_quant
00000003203,0.85,high,number theory,3,2,3,2,4,412,no_quant
00000003206,0.85,high,algebra / representation theory,3,2,3,2,4,458,no_quant
00000003207,0.85,high,algebra / representation theory,3,2,3,2,4,416,no_quant
00000003208,0.85,high,number theory,4,2,3,2,3,441,
00000003209,0.85,high,probability,3,2,3,2,4,445,no_quant
00000003211,0.85,high,probability,3,2,3,2,4,419,no_quant
00000003213,0.85,high,number theory,3,2,3,2,4,431,no_quant
00000003214,0.85,high,number theory,3,2,3,2,4,463,no_quant
00000003215,0.85,high,analysis / PDE / dynamics,5,2,3,2,3,443,
00000003216,0.85,high,algebra / representation theory,3,2,3,2,4,423,no_quant
00000003217,0.85,high,algebra / representation theory,3,2,3,2,4,448,no_quant
00000003218,0.85,high,combinatorics / discrete,3,2,3,2,4,384,no_quant
00000003219,0.85,high,number theory,3,2,3,2,4,471,no_quant
00000003220,0.85,high,number theory,3,2,3,2,4,476,no_quant
00000003221,0.85,high,analysis / PDE / dynamics,3,2,3,2,3,531,no_quant
00000003222,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,442,no_quant
00000003224,0.85,high,analysis / PDE / dynamics,3,4,3,4,5,497,no_quant
00000003225,0.85,high,topology / geometry,3,3,3,3,4,413,no_quant
00000003226,0.85,high,probability,3,2,3,2,4,468,no_quant
00000003227,0.85,high,analysis / PDE / dynamics,3,2,3,2,2,456,no_quant
00000003228,0.85,high,number theory,3,3,3,3,4,451,no_quant
00000003229,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,472,no_quant
00000003230,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,454,no_quant
00000003231,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,407,no_quant
00000003232,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,436,no_quant
00000003233,0.85,high,number theory,3,2,3,2,5,449,no_quant
00000003234,0.85,high,algebra / representation theory,3,3,3,3,4,420,no_quant
00000003235,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,438,no_quant
00000003236,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,452,no_quant
00000003237,0.85,high,algebra / representation theory,3,2,3,2,4,368,no_quant
00000003238,0.85,high,analysis / PDE / dynamics,3,3,3,2,4,425,no_quant
00000003239,0.85,high,probability,3,3,2,2,4,444,no_quant
00000003240,0.85,high,topology / geometry,3,2,3,2,4,457,no_quant
00000003241,0.85,high,analysis / PDE / dynamics,5,2,3,2,4,439,
00000003242,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,467,no_quant
00000003243,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,512,no_quant
00000003244,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,476,no_quant
00000003245,0.85,high,probability,3,2,3,2,5,444,no_quant
00000003246,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,444,no_quant
00000003247,0.85,high,algebra / representation theory,3,2,3,2,4,427,no_quant
00000003248,0.85,high,probability,3,2,3,2,4,456,no_quant
00000003250,0.85,high,algebra / representation theory,3,2,3,2,5,454,no_quant
00000003251,0.85,high,topology / geometry,5,2,3,2,3,472,
00000003253,0.85,high,topology / geometry,3,3,2,2,4,421,no_quant
00000003254,0.85,high,topology / geometry,3,3,2,2,4,467,no_quant
00000003256,0.85,high,algebraic geometry,3,2,3,2,3,478,no_quant
00000003258,0.85,high,topology / geometry,3,2,3,2,3,461,no_quant
00000003260,0.85,high,topology / geometry,3,2,3,2,4,447,no_quant
00000003262,0.85,high,topology / geometry,3,3,2,2,4,460,no_quant
00000003263,0.85,high,algebraic geometry,3,2,3,2,4,403,no_quant
00000003264,0.85,high,topology / geometry,3,3,3,2,4,443,no_quant
00000003265,0.85,high,topology / geometry,3,3,3,3,4,392,no_quant
00000003267,0.85,high,number theory,3,3,3,3,4,449,no_quant
00000003268,0.85,high,topology / geometry,3,2,3,2,4,495,no_quant
00000003269,0.85,high,algebraic geometry,3,2,3,2,4,443,no_quant
00000003270,0.85,high,topology / geometry,3,3,3,2,4,412,no_quant
00000003271,0.85,high,topology / geometry,3,2,3,2,4,483,no_quant
00000003272,0.85,high,number theory,3,3,3,3,4,522,no_quant
00000003274,0.85,high,topology / geometry,5,4,3,3,2,370,
00000003275,0.85,high,topology / geometry,3,2,3,2,4,509,no_quant
00000003276,0.85,high,algebraic geometry,5,4,3,3,2,409,
00000003277,0.85,high,topology / geometry,3,2,3,2,4,449,no_quant
00000003278,0.85,high,topology / geometry,3,3,3,3,4,413,no_quant
00000003279,0.85,high,number theory,3,2,3,2,4,443,no_quant
00000003280,0.85,high,topology / geometry,3,2,3,2,4,462,no_quant
00000003282,0.85,high,number theory,3,2,3,2,3,412,no_quant
00000003283,0.85,high,number theory,3,4,2,3,4,403,no_quant
00000003284,0.85,high,number theory,3,3,3,3,3,449,no_quant
00000003287,0.85,high,number theory,3,2,3,2,3,423,no_quant
00000003290,0.85,high,number theory,3,3,3,3,3,388,no_quant
00000003291,0.85,high,number theory,3,3,3,3,4,474,no_quant
00000003293,0.85,high,number theory,3,2,3,2,4,428,no_quant
00000003294,0.85,high,number theory,3,3,2,2,3,481,no_quant
00000003295,0.85,high,analysis / PDE / dynamics,3,2,3,2,5,393,no_quant
00000003296,0.85,high,number theory,3,3,2,2,4,518,no_quant
00000003297,0.85,high,number theory,3,2,3,2,3,463,no_quant
00000003298,0.85,high,number theory,3,2,3,2,4,474,no_quant
00000003300,0.85,high,analysis / PDE / dynamics,3,3,3,3,4,439,no_quant
00000003301,0.85,high,combinatorics / discrete,3,2,3,2,3,495,no_quant
00000003302,0.85,high,combinatorics / discrete,3,3,2,2,4,441,no_quant
00000003303,0.85,high,analysis / PDE / dynamics,3,2,3,2,4,427,no_quant
00000003304,0.85,high,number theory,3,3,3,3,4,415,no_quant
00000003305,0.85,high,number theory,3,2,3,2,4,449,no_quant
00000003306,0.85,high,analysis / PDE / dynamics,3,3,3,3,4,490,no_quant
00000003307,0.85,high,number theory,3,2,3,2,4,445,no_quant
00000003309,0.85,high,number theory,3,3,3,3,4,431,no_quant
00000003310,0.85,high,number theory,3,4,3,4,4,470,no_quant
00000003311,0.85,high,algebra / representation theory,3,3,2,2,4,517,no_quant
00000003312,0.85,high,number theory,3,3,3,3,4,485,no_quant
00000003313,0.85,high,algebra / representation theory,3,2,3,2,4,451,no_quant
00000003314,0.85,high,algebra / representation theory,3,2,3,2,5,449,no_quant
00000003315,0.85,high,number theory,3,2,3,2,4,432,no_quant
00000003316,0.85,high,number theory,3,3,3,2,4,403,no_quant
00000003317,0.85,high,algebraic geometry,3,3,3,3,4,514,no_quant
00000003318,0.85,high,algebra / representation theory,3,2,3,2,4,487,no_quant
00000003319,0.85,high,combinatorics / discrete,3,2,3,2,3,446,no_quant
00000003320,0.85,high,number theory,5,2,3,2,3,489,
00000003321,0.85,high,combinatorics / discrete,5,3,3,2,4,457,
00000003322,0.85,high,combinatorics / discrete,3,3,2,2,3,478,no_quant
00000003323,0.85,high,algebraic geometry,3,2,3,2,5,465,no_quant
00000003325,0.85,high,algebra / representation theory,3,3,2,2,5,452,no_quant
00000003326,0.85,high,algebraic geometry,3,2,3,2,4,424,no_quant
00000003327,0.85,high,algebraic geometry,3,2,3,2,4,412,no_quant
00000003328,0.85,high,number theory,3,2,3,2,4,474,no_quant
00000003329,0.85,high,algebra / representation theory,3,2,3,2,4,474,no_quant
00000003330,0.85,high,algebra / representation theory,4,3,3,2,4,413,
00000003331,0.85,high,algebra / representation theory,3,2,3,2,4,425,no_quant
00000003332,0.85,high,algebraic geometry,3,2,3,2,4,507,no_quant
00000003333,0.85,high,number theory,3,2,3,2,4,451,no_quant
00000003334,0.85,high,algebraic geometry,3,2,3,2,5,412,no_quant
00000003335,0.85,high,algebra / representation theory,3,2,3,2,4,443,no_quant
00000003336,0.85,high,algebra / representation theory,3,2,3,2,4,419,no_quant
00000003337,0.85,high,algebra / representation theory,3,2,3,2,4,440,no_quant
00000003338,0.85,high,combinatorics / discrete,3,2,3,2,4,435,no_quant
00000003339,0.85,high,number theory,3,2,3,2,4,431,no_quant
00000003340,0.85,high,number theory,3,3,2,2,4,443,no_quant
